Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2019-09-19 16:50:30,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 16:53:57,VR2W-135456,A69-1601-63185,,,,,STSUB2
2019-09-19 17:04:20,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 17:08:38,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 17:14:05,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 17:17:44,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 17:34:23,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 17:45:03,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 17:55:20,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 17:55:40,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 18:04:52,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 18:06:35,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 18:14:53,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 18:17:24,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 18:25:50,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 18:28:00,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 18:36:44,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 18:36:44,VR2W-135456,A69-1601-63185,,,,,STSUB2
2019-09-19 18:38:08,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 18:47:23,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 18:56:49,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 19:06:40,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 19:07:38,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 19:17:20,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 19:18:08,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 19:37:09,VR2W-135456,A69-1601-63188,,,,,STSUB2
2019-09-19 19:38:56,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 19:49:36,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 20:19:19,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 20:30:09,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 20:58:54,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 21:08:17,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 21:18:00,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 21:28:23,VR2W-135459,A69-1601-63185,,,,,STSUB1
2019-09-19 21:38:06,VR2W-135459,A69-1601-63185,,,,,STSUB1
