Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2019-09-24 06:05:54,VR2W-132672,A69-9006-5186,,,124,ADC,Sound2
2019-09-24 06:07:05,VR2W-132672,A69-9006-5186,,,124,ADC,Sound2
2019-09-24 06:08:29,VR2W-132672,A69-9006-5186,,,124,ADC,Sound2
2019-09-24 06:10:22,VR2W-132672,A69-9006-5186,,,124,ADC,Sound2
2019-09-24 06:12:11,VR2W-132672,A69-9006-5186,,,124,ADC,Sound2
2019-11-01 01:23:46,VR2W-133216,A69-1303-4097,,,,,Sound3
2019-11-01 02:04:09,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:05:54,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:07:42,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:11:07,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:11:11,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:13:23,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:14:06,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:16:14,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:17:23,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:21:24,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:22:42,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:22:46,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:23:47,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:24:39,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:24:44,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:25:52,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:25:57,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:27:08,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:27:13,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:27:54,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:27:59,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:29:06,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:29:11,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:29:57,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:30:02,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:31:12,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:31:17,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:32:34,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:32:39,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:34:01,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:34:06,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:35:00,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:35:05,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:35:56,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:36:00,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:36:54,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:36:58,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:37:55,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:38:42,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:38:46,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:39:39,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:39:43,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:40:47,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:40:51,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:42:13,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:42:17,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:43:21,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:43:25,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:44:35,VR2W-133216,A69-1303-6520,,,,,Sound3
2019-11-01 02:44:39,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:45:20,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:46:42,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:47:27,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:48:42,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:50:00,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:51:27,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:52:15,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:53:23,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 02:57:21,VR2W-132672,A69-1303-6520,,,,,Sound2
2019-11-01 16:53:54,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 16:55:08,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 16:55:51,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 16:57:03,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 16:57:58,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 16:59:08,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 17:00:26,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 17:01:20,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 17:01:58,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-01 17:03:30,VR2W-133216,A69-1303-6489,,,,,Sound3
2019-11-03 01:07:07,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:12:44,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:14:50,VR2W-133216,A69-1303-6538,,,,,Sound3
2019-11-03 01:18:15,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:18:45,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:19:42,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:21:24,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:22:25,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:23:09,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:24:36,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:26:52,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:27:35,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:28:56,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:30:07,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:30:51,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:31:41,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:32:46,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:33:57,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:35:05,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:37:27,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:38:47,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:39:24,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:40:22,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:40:55,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:42:04,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:42:42,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:43:21,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:44:30,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:45:55,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:46:34,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:47:27,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:48:21,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:48:52,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:50:14,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:51:43,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:52:48,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:53:52,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:54:35,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:55:38,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:56:34,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:57:20,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 01:58:41,VR2W-132672,A69-1303-6538,,,,,Sound2
2019-11-03 02:01:15,VR2W-132672,A69-1303-6538,,,,,Sound2
