"","animal_project_code","tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections"
"51","Reelease","A69-1303-359","Johnring","000344","55.403733","12.29945",2020-11-30 19:16:37,2020-11-30 19:17:22,2
"52","Reelease","A69-1303-359","Releasesite4","VR2W-102835","55.40425","12.304317",2020-11-30 20:31:05,2020-11-30 20:32:23,2
"53","Reelease","A69-1303-359","Releasesite3","VR2W-102653","55.40695","12.3004",2020-12-01 20:42:42,2020-12-01 20:57:34,13
"54","Reelease","A69-1303-360","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 20:07:10,27
"55","Reelease","A69-1303-360","Releasesite4","VR2W-102835","55.40425","12.304317",2020-12-01 01:19:20,2020-12-01 02:59:34,6
"56","Reelease","A69-1303-361","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 17:59:00,1
"57","Reelease","A69-1303-361","Johnring","000410","55.403733","12.29945",2020-11-30 19:02:32,2020-11-30 20:13:47,14
"58","Reelease","A69-1303-361","Johnring","000344","55.403733","12.29945",2020-12-01 03:19:32,2020-12-01 03:36:11,2
"59","Reelease","A69-1303-362","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 21:37:03,42
"60","Reelease","A69-1303-363","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 17:59:00,1
"61","Reelease","A69-1303-363","Releasesite5","VR2W-102817","55.402133","12.3056",2020-11-30 19:09:36,2020-11-30 20:46:38,47
"62","Reelease","A69-1303-364","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 17:59:00,1
"63","Reelease","A69-1303-364","Johnring","000344","55.403733","12.29945",2020-11-30 19:18:10,2020-11-30 22:13:06,57
"64","Reelease","A69-1303-364","Sound2.5","VR2AR-549001","56.04847","12.62524",2020-12-07 19:55:39,2020-12-07 19:56:55,2
"65","Reelease","A69-1303-365","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 17:59:00,1
"66","Reelease","A69-1303-365","Johnring","000410","55.403733","12.29945",2020-11-30 19:20:32,2020-11-30 20:44:07,35
"67","Reelease","A69-1303-366","Johnring","none","55.403733","12.29945",2020-11-30 17:59:00,2020-11-30 17:59:00,1
"68","Reelease","A69-1303-366","Johnring","000410","55.403733","12.29945",2020-11-30 19:27:09,2020-11-30 19:53:54,15
"69","Reelease","A69-1303-366","Johnring","000410","55.403733","12.29945",2020-11-30 21:46:55,2020-12-01 03:26:31,40
"70","Reelease","A69-1303-366","Johnring","000344","55.403733","12.29945",2020-12-01 04:27:13,2020-12-01 05:50:47,21
"71","Reelease","A69-1303-366","Releasesite4","VR2W-102835","55.40425","12.304317",2020-12-01 15:00:34,2020-12-01 15:05:43,6
"72","Reelease","A69-1303-366","Johnring","000344","55.403733","12.29945",2020-12-02 01:51:48,2020-12-02 01:51:48,1
"73","Reelease","A69-9006-5417","Johnring","VR2W-133213","55.403733","12.29945",2019-11-20 12:31:17,2019-11-20 16:10:41,36
"74","Reelease","A69-9006-5417","Sound5","VR2W-103417","56.0622667","12.6413833",2020-02-20 02:52:20,2020-02-20 03:00:46,6
"75","Reelease","A69-9006-5418","Johnring","VR2W-133213","55.403733","12.29945",2019-11-20 12:24:00,2019-11-20 17:09:33,43
"76","Reelease","A69-9006-5418","Sound5","VR2W-103417","56.0622667","12.6413833",2019-11-23 21:42:12,2019-11-23 22:03:35,10
"77","Reelease","A69-9006-5419","Johnring","VR2W-133213","55.403733","12.29945",2019-11-20 12:27:11,2019-11-20 14:14:19,13
"78","Reelease","A69-9006-5419","Johnring","none","55.403733","12.29945",2019-11-20 15:45:00,2019-11-20 17:37:00,8
"79","Reelease","A69-9006-5420","Johnring","VR2W-133213","55.403733","12.29945",2019-11-20 12:26:58,2019-11-20 17:55:47,46
"80","Reelease","A69-9006-5421","Johnring","VR2W-133213","55.403733","12.29945",2019-11-20 12:34:06,2019-11-20 16:21:48,60
"81","Reelease","A69-9006-5421","Releasesite3","VR2W-135452","55.40695","12.3004",2019-11-20 20:16:20,2019-11-21 07:10:56,367
"82","Reelease","A69-9006-5421","Releasesite4","VR2W-135454","55.40425","12.304317",2019-11-21 20:30:42,2019-11-21 20:44:16,3
"83","Reelease","A69-9006-5421","Releasesite3","VR2W-135452","55.40695","12.3004",2019-11-22 04:31:23,2019-11-22 06:40:51,7
"84","Reelease","A69-9006-5421","Johnring","VR2W-133213","55.403733","12.29945",2019-11-22 09:44:10,2019-11-23 06:49:09,1231
"85","Reelease","A69-9006-5421","Johnring","VR2W-133213","55.403733","12.29945",2019-11-25 10:33:12,2019-11-26 06:13:45,977
"86","Reelease","A69-9006-5421","Releasesite3","VR2W-135452","55.40695","12.3004",2019-11-26 09:26:41,2019-11-27 08:14:32,1413
"87","Reelease","A69-9006-5421","Releasesite2","VR2W-135455","55.407583","12.295033",2019-11-27 10:52:36,2019-11-27 20:03:57,465
