"","animal_project_code","tag_id","station_name","receiver_id","deploy_latitude","deploy_longitude","arrival","departure","detections","swimtime_s","swimdistance_m","speed_m_s","totaldistance_m"
"224","Reelease","A69-9006-5447","Sound5","VR2W-103417",56.0622667,12.6413833,2019-12-24 04:15:46,2019-12-24 04:15:46,1,2886394,89030.919984,0.030845,89030.919984
"225","Reelease","A69-9006-5447","Sound6","VR2W-133223",56.05462,12.6503,2019-12-24 04:16:22,2019-12-24 04:16:22,1,36,1090.008431,30.278012,90120.928415
"226","Reelease","A69-9006-5447","Sound5","VR2W-103417",56.0622667,12.6413833,2019-12-24 04:16:50,2019-12-24 04:16:50,1,28,1090.008431,38.928873,91210.936846
"227","Reelease","A69-9006-5447","Sound6","VR2W-133223",56.05462,12.6503,2019-12-24 04:17:18,2019-12-24 04:35:16,15,28,1090.008431,38.928873,92300.945277
"228","Reelease","A69-9006-5447","Sound7","VR2W-135450",56.0684833,12.6631833,2019-12-24 04:50:27,2019-12-24 04:51:41,2,911,1948.519366,2.13888,94249.464643
"229","Reelease","A69-9006-5448","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"230","Reelease","A69-9006-5448","Johnring","VR2W-133213",55.403733,12.29945,2019-11-20 17:05:20,2019-11-20 17:58:44,16,NA,NA,NA,0
"231","Reelease","A69-9006-5448","Releasesite3","VR2W-135452",55.40695,12.3004,2019-11-21 03:08:16,2019-11-21 03:08:16,1,32972,441.413075,0.013388,441.413075
"232","Reelease","A69-9006-5449","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"233","Reelease","A69-9006-5449","Releasesite5","VR2W-135468",55.402133,12.3056,2019-11-20 17:44:47,2019-11-20 18:16:58,5,10787,541.506339,0.0502,541.506339
"234","Reelease","A69-9006-5449","Releasesite3","VR2W-135452",55.40695,12.3004,2019-11-20 19:30:41,2019-11-20 19:44:26,3,4423,665.716598,0.150512,1207.222937
"235","Reelease","A69-9006-5449","STSUB1","VR2W-135459",55.341383,11.030783,2019-12-12 14:00:04,2019-12-12 14:21:20,16,1880138,153340.577652,0.081558,154547.800589
"236","Reelease","A69-9006-5450","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"237","Reelease","A69-9006-5450","Johnring","VR2W-133213",55.403733,12.29945,2019-11-20 17:55:17,2019-11-20 19:44:48,27,NA,NA,NA,0
"238","Reelease","A69-9006-5450","Sound2","VR2W-132672",56.04825,12.6187667,2019-11-30 15:08:13,2019-11-30 15:08:13,1,847405,87786.820376,0.103595,87786.820376
"239","Reelease","A69-9006-5450","Sound4","VR2W-108765",56.0587,12.63245,2019-11-30 15:42:53,2019-11-30 15:45:27,3,2080,1489.985049,0.716339,89276.805425
"240","Reelease","A69-9006-5451","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"241","Reelease","A69-9006-5451","Releasesite3","VR2W-135452",55.40695,12.3004,2019-11-20 17:12:25,2019-11-20 17:45:13,4,8845,441.413075,0.049905,441.413075
"242","Reelease","A69-9006-5452","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"243","Reelease","A69-9006-5452","Johnring","VR2W-133213",55.403733,12.29945,2019-11-20 17:19:02,2019-11-20 18:25:32,13,NA,NA,NA,0
"244","Reelease","A69-9006-5452","VB2","VR2W-125456",55.301233,10.862217,2019-12-11 21:03:35,2019-12-11 21:51:15,24,1823883,161116.415239,0.088337,161116.415239
"245","Reelease","A69-9006-5453","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"246","Reelease","A69-9006-5453","Johnring","VR2W-133213",55.403733,12.29945,2019-11-20 17:22:37,2019-11-20 21:27:52,142,NA,NA,NA,0
"247","Reelease","A69-9006-5454","Johnring","none",55.403733,12.29945,2019-11-20 14:45:00,2019-11-20 14:45:00,1,NA,NA,NA,0
"248","Reelease","A69-9006-5454","Johnring","VR2W-133213",55.403733,12.29945,2019-11-20 17:17:40,2019-11-20 18:25:46,35,NA,NA,NA,0
